,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords
301,From Information to Perception,History and Philosophy of Computing,,,,10.1007/978-3-319-47286-7_14,Nicola Liberati,2016,http://link.springer.com/chapter/10.1007/978-3-319-47286-7_14,Chapter,"Phenomenology ,Post-phenomenology ,Philosophy of technology ,Wearable computers ,Augmented Reality "
302,Mobile Phones and Social Signal Processing for Analysis and Understanding of Dyadic Conversations,Mobile Social Signal Processing,,,,10.1007/978-3-642-54325-8_1,Alessandro Vinciarelli,2014,http://link.springer.com/chapter/10.1007/978-3-642-54325-8_1,Chapter,"Mobile Phone ,Mobile Device ,Ubiquitous Computing ,Nonverbal Behavior ,Nonverbal Communication "
303,Enabling Technologies of Industry 4.0 and Their Global Forerunners: An Empirical Study of the Web of Science Database,Knowledge Management in Organizations,,,,10.1007/978-3-030-21451-7_1,Mikkel Stein KnudsenJari Kaivo-ojaTheresa Lauraeus,2019,http://link.springer.com/chapter/10.1007/978-3-030-21451-7_1,Chapter,"Industry 4.0 ,Web of Science ,Technology foresight "
304,A Hybrid Evaluation Methodology for Human Activity Recognition Systems,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_18,Gorka AzkuneAitor AlmeidaDiego López-de-IpiñaLiming Luke Chen,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_18,Chapter,"Evaluation ,Activity Recognition ,Synthetic Dataset Generator ,Activity Survey "
305,Cryptanalysis of Enhanced Biometric-Based Authentication Scheme for Telecare Medicine Information Systems Using Elliptic Curve Cryptosystem,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_1,Jongho MunJiseon YuJiye KimHyungkyu YangDongho Won,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_1,Chapter,"Elliptic Curve Cryptosystem ,Remote user authentication ,Telecare Medicine Information Systems ,Biometric "
306,U-Learning: A Collaborative Experience in the Urban Context,Collaboration and Technology,,,,10.1007/978-3-319-63874-4_4,Josilene Almeida BritoBruno de Sousa MonteiroAlex Sandro GomesRicardo José Rocha AmorimLuma da Rocha SeixasIvanildo José de Melo Filho,2017,http://link.springer.com/chapter/10.1007/978-3-319-63874-4_4,Chapter,"U-Learning ,Significant learning ,Learning strategies ,Collaboration ,Urban context ,Youubi "
307,User Authentication Method Design Based on Biometrics in a Multi-cloud Environment,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_41,Seokhwa SongJaeSeung LeeJaesik LeeMoon-seog Jun,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_41,Chapter,"Multi cloud ,Biometric authentication ,Security ,Mobile cloud ,Privacy "
308,Exploring Smart Environments Through Human Computation for Enhancing Blind Navigation,Advances in Social Computing and Multiagent Systems,,,,10.1007/978-3-319-24804-2_5,Hugo ParedesHugo FernandesAndré SousaLuis FernandesFernando KochRenata FortesVitor FilipeJoão Barroso,2015,http://link.springer.com/chapter/10.1007/978-3-319-24804-2_5,Chapter,"Blind navigation ,Crowdsourcing ,Human computation "
309,Mobile Application Verification: A Systematic Mapping Study,Computational Science and Its Applications -- ICCSA 2015,,,,10.1007/978-3-319-21413-9_11,Mehmet SahinogluKoray InckiMehmet S. Aktas,2015,http://link.springer.com/chapter/10.1007/978-3-319-21413-9_11,Chapter,"Verification ,Software testing ,Mobile application ,Systematic mapping ,Literature review "
310,End-User Development Tools for the Smart Home: A Systematic Literature Review,"Distributed, Ambient and Pervasive Interactions",,,,10.1007/978-3-319-39862-4_7,Daniela FogliRosa LanzilottiAntonio Piccinno,2016,http://link.springer.com/chapter/10.1007/978-3-319-39862-4_7,Chapter,"Internet of Things ,End-User development ,Smart home ,Systematic literature review "
311,WSACd - A Usable Access Control Framework for Smart Home Devices,Information Security Theory and Practice,,,,10.1007/978-3-319-24018-3_8,Konstantinos FysarakisCharalampos KonstantourakisKonstantinos RantosCharalampos ManifavasIoannis Papaefstathiou,2015,http://link.springer.com/chapter/10.1007/978-3-319-24018-3_8,Chapter,"Policy-based access control ,XACML ,Service architectures ,DPWS ,Smart home ,Ubiquitous computing "
312,Context-Aware Case-Based Reasoning,Mining Intelligence and Knowledge Exploration,,,,10.1007/978-3-319-13817-6_23,Albert PlaJordi CollNatalia MordvaniukBeatriz López,2014,http://link.springer.com/chapter/10.1007/978-3-319-13817-6_23,Chapter,"Context Management ,Case-based reasoning ,Stacking ,Pervasive computing "
313,A Conceptual Framework for Mobile Service Value,Risks and Resilience of Collaborative Networks,,,,10.1007/978-3-319-24141-8_31,Garyfallos FragidisDimitri Konstantas,2015,http://link.springer.com/chapter/10.1007/978-3-319-24141-8_31,Chapter,"Mobile service ,Mobile cloud computing ,Service value ,Value co-creation "
314,The Smart-M3 Platform: Experience of Smart Space Application Development for Internet of Things,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-319-23126-6_6,Dmitry G. KorzunAlexey M. KashevnikSergey I. BalandinAlexander V. Smirnov,2015,http://link.springer.com/chapter/10.1007/978-3-319-23126-6_6,Chapter,"Smart space ,Smart-M3 ,Ontologies ,Applications development "
315,F2CDM: Internet of Things for Healthcare Network Based Fog-to-Cloud and Data-in-Motion Using MQTT Protocol,Ubiquitous Networking,,,,10.1007/978-3-319-68179-5_32,Istabraq M. Al-JobouryEmad H. Al-Hemiary,2017,http://link.springer.com/chapter/10.1007/978-3-319-68179-5_32,Chapter,"Internet of Things ,Web of Things ,Fog computing ,Cloud Computing ,Edge computing ,Fog to cloud computing ,MQTT ,Data in Motion "
316,Modeling Context-Aware and Agent-Ready Systems for the Outdoor Smart Lighting,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-319-07176-3_23,Radosław KlimekGrzegorz Rogus,2014,http://link.springer.com/chapter/10.1007/978-3-319-07176-3_23,Chapter,"Smart lighting ,system architecture ,pervasive computing ,Ambient Intelligence ,context-awareness ,Context-Modeling Language ,activity diagrams "
317,Coping with Uncertainty in Sensor Networks,Advanced Multimedia and Ubiquitous Engineering,,,,10.1007/978-981-10-1536-6_85,Hoon-Kyu KimKyung-Chang Kim,2016,http://link.springer.com/chapter/10.1007/978-981-10-1536-6_85,Chapter,"Context ,Context aware computing ,Uncertainty ,Experiments ,Sensor network ,Environment monitoring "
318,Delegation Theory in the Design of Cross-Platform User Interfaces,Human-Computer Interaction: Interaction Technologies,,,,10.1007/978-3-319-20916-6_48,Dagmawi L. GobenaGonçalo N. P. AmadorAbel J. P. GomesDejene Ejigu,2015,http://link.springer.com/chapter/10.1007/978-3-319-20916-6_48,Chapter,"Cross-platform UI ,UI migration ,Distributed UI "
319,Requirements to Pervasive System Continuous Deployment,Service-Oriented Computing – ICSOC 2013 Workshops,,,,10.1007/978-3-319-06859-6_40,Clément EscoffierOzan GünalpPhilippe Lalanda,2014,http://link.springer.com/chapter/10.1007/978-3-319-06859-6_40,Chapter,"Pervasive Computing ,Continuous Deployment ,Dynamism ,Requirements "
320,CloudSDN: Enabling SDN Framework for Security and Threat Analytics in Cloud Networks,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-030-20615-4_12,Prabhakar KrishnanKrishnashree Achuthan,2019,http://link.springer.com/chapter/10.1007/978-3-030-20615-4_12,Chapter,"SDN ,NFV ,DDoS ,Intrusion Detection Systems (IDS) ,Intrusion Prevention Systems (IPS) ,Cloud ,OpenStack ,Network security "
321,The UbiCARS Model-Driven Framework: Automating Development of Recommender Systems for Commerce,Ambient Intelligence,,,,10.1007/978-3-030-03062-9_3,Christos MettourisAchilleas AchilleosGeorgia KapitsakiGeorge A. Papadopoulos,2018,http://link.springer.com/chapter/10.1007/978-3-030-03062-9_3,Chapter,"Ubiquitous product recommendation ,Intelligent recommendations in physical stores ,UbiCARS ,Modelling "
322,Self-adaptive Service Deployment in Context-Aware Systems,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_42,Gabriel Guerrero-ContrerasJosé Luis GarridoCarlos Rodríguez-DomínguezSara Balderas-Díaz,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_42,Chapter,"Context-awareness ,self-adaptation ,ubiquitous environments ,Service Oriented Architecture (SOA) "
323,A Privacy-Driven Data Management Model for Smart Personal Assistants,"Human Aspects of Information Security, Privacy and Trust",,,,10.1007/978-3-319-58460-7_49,Danilo M. NogueiraCristiano MacielJosé ViterboDaniel Vecchiato,2017,http://link.springer.com/chapter/10.1007/978-3-319-58460-7_49,Chapter,"Smart personal assistants ,Privacy ,Personal context data ,Ambient intelligence "
324,Leveraging Web Technologies to Expose Multiple Contemporary Controller Input in Smart TV Rich Internet Applications Utilized in Elderly Assisted Living Environments,Universal Access in Human-Computer Interaction. Aging and Assistive Environments,,,,10.1007/978-3-319-07446-7_12,Evdokimos I. KonstantinidisPanagiotis E. AntoniouAntonis BillisGeorgios BamparopoulosCostas PappasPanagiotis D. Bamidis,2014,http://link.springer.com/chapter/10.1007/978-3-319-07446-7_12,Chapter,"cross-device communication ,smart home ,elderly ,ambient assisted living ,ubiquitous communication technologies ,exergaming serious gaming "
325,Efficient Execution of Smart City’s Assets Through a Massive Parallel Computational Model,"Smart Societies, Infrastructure, Technologies and Applications",,,,10.1007/978-3-319-94180-6_6,Muhammad Usman AshrafFathy Alboraei EassaAiiad Ahmad Albeshri,2018,http://link.springer.com/chapter/10.1007/978-3-319-94180-6_6,Chapter,"Parallel computing ,Hybrid programming ,HPC ,Smart cities "
326,Using the NIST Reference Model for Refining Logical Architectures,Computational Science and Its Applications – ICCSA 2014,,,,10.1007/978-3-319-09156-3_14,António PereiraRicardo J. MachadoJosé Eduardo FernandesJuliana TeixeiraNuno SantosAna Lima,2014,http://link.springer.com/chapter/10.1007/978-3-319-09156-3_14,Chapter,"Cloud Computing ,Logical Architectures ,Reference Model ,NIST ,Model ,Requirements "
327,Efficient Exact and Approximate Algorithms for Computing Betweenness Centrality in Directed Graphs,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-3-319-93040-4_59,Mostafa Haghir ChehreghaniAlbert BifetTalel Abdessalem,2018,http://link.springer.com/chapter/10.1007/978-3-319-93040-4_59,Chapter,"Directed graphs ,Betweenness centrality ,Exact algorithm ,Approximate algorithm "
328,"Designing IoT Solutions for Elderly Home Care: A Systematic Study of Participatory Design, Personas and Semiotics","Universal Access in Human-Computer Interaction. Virtual, Augmented, and Intelligent Environments",,,,10.1007/978-3-319-92052-8_18,Renata de Podestá GasparRodrigo BonacinVinícius P. Gonçalves,2018,http://link.springer.com/chapter/10.1007/978-3-319-92052-8_18,Chapter,"Participatory Design ,IoT ,Elderly ,Home Care ,Personas ,Semiotics "
329,Phenomenology of Experience in Ambient Intelligence,HCI International 2019 - Posters,,,,10.1007/978-3-030-23528-4_66,Sofia Kaloterakis,2019,http://link.springer.com/chapter/10.1007/978-3-030-23528-4_66,Chapter,"Ambient intelligence ,Sensory experience ,Worldly sensibility ,Smart environments "
330,Cognitive Offloading and the Extended Digital Self,"Human-Computer Interaction. Theories, Methods, and Human Issues",,,,10.1007/978-3-319-91238-7_22,Kristy A. HamiltonMike Z. Yao,2018,http://link.springer.com/chapter/10.1007/978-3-319-91238-7_22,Chapter,"Cognitive offloading ,Technology-mediated behavior ,Memory and cognition "
331,Multimodal Interactions: Embedding New Meanings to Known Forms and Objects,Internet of Things. IoT Infrastructures,,,,10.1007/978-3-319-47075-7_13,Predrag K Nikolic,2016,http://link.springer.com/chapter/10.1007/978-3-319-47075-7_13,Chapter,"Multimodal interactions ,Smart environments ,Smart living objects ,Ubiquitous computing ,Interface design ,Tangible interfaces ,User experience design ,Cross-reality design "
332,The Influence of Digital Convergence/Divergence on Digital Media Business Models,Entertainment Computing – ICEC 2018,,,,10.1007/978-3-319-99426-0_13,Zvezdan Vukanovic,2018,http://link.springer.com/chapter/10.1007/978-3-319-99426-0_13,Chapter,"Digital convergence digital media business models ,Media market competition "
333,Evaluation of “Fair Trade” Metaphor as a Control Privacy Method for Pervasive Environments,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_56,Esquivel Salas AbrahamPablo Alfonso HayaXavier Alamán,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_56,Chapter,"Fair Trade Metaphor ,Privacy Management ,Ambient Intelligence "
334,Big Data and IoT for Chronic Patients Monitoring,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_68,Diego Gachet PáezFernando AparicioManuel de BuenagaJuan R. Ascanio,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_68,Chapter,"internet of things ,cloud computing ,elderly ,sensors "
335,Mobile Augmented Reality to Support Teachers of Children with Autism,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_12,Lizbeth EscobedoMonica Tentori,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_12,Chapter,"Autism ,Social issues ,Technology Enhanced Learning ,Cognitive assistive technologies ,Pervasive computing "
336,Bright ICT: Social Media Analytics for Society and Crisis Management,"ICT Unbounded, Social Impact of Bright ICT Adoption",,,,10.1007/978-3-030-20671-0_37,Deborah BunkerStefan StieglitzChristian EhnisAnthony Sleigh,2019,http://link.springer.com/chapter/10.1007/978-3-030-20671-0_37,Chapter,"ICT ,Crisis management ,Social media analytics ,Engaged scholarship "
337,Distributed Computing of Management Data in a Telecommunications Network,Mobile Networks and Management,,,,10.1007/978-3-319-52712-3_11,Ville KojolaShubham KapoorKimmo Hätönen,2017,http://link.springer.com/chapter/10.1007/978-3-319-52712-3_11,Chapter,"Cellular network ,Key performance indicator ,Network management "
338,Hybrid Distributed Computing System Based on Canvas and Dynamo,Mobile Web and Intelligent Information Systems,,,,10.1007/978-3-030-27192-3_22,Sebastien MambouOndrej KrejcarAli SelamatKamil Kuca,2019,http://link.springer.com/chapter/10.1007/978-3-030-27192-3_22,Chapter,"Atomicity ,Consistency ,Isolation ,Durability "
339,Towards a Context-Aware Mobile Recommendation Architecture,Mobile Web Information Systems,,,,10.1007/978-3-319-10359-4_5,María del Carmen Rodríguez-HernándezSergio Ilarri,2014,http://link.springer.com/chapter/10.1007/978-3-319-10359-4_5,Chapter,"context-awareness ,recommendation systems ,mobile computing "
340,Energy Consumption Reduction Technique on Smart Devices for Communication-Intensive Applications,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_62,Jonghee YounDoosan ChoYunheung PaekKwangman Ko,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_62,Chapter,"Mobile computing ,Communication offloading ,Energy overhead ,Static and dynamic code analysis "
341,Smart Simulation Cloud (Simulation Cloud 2.0)—The Newly Development of Simulation Cloud,Methods and Applications for Modeling and Simulation of Complex Systems,,,,10.1007/978-981-13-2853-4_14,Bohu LiGuoqiang ShiTingyu LinYingxi ZhangXudong ChaiLin ZhangDuzheng QingLiqin GuoChi XingYingying XiaoZhengxuan JiaXiao SongRong Dai,2018,http://link.springer.com/chapter/10.1007/978-981-13-2853-4_14,Chapter,"Cloud simulation ,Artificial intelligence ,Simulation application "
