Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Reliable Data Delivery with Extended IPV4 Using Low-Power Personal Area Network","Ambient Communications and Computer Systems","","","","10.1007/978-981-13-5934-7_3","Shambhavi MishraPawan SinghAnil Kumar Tiwari","2019","http://link.springer.com/chapter/10.1007/978-981-13-5934-7_3","Chapter"
"Using Hierarchical Timed Coloured Petri Nets in the formal study of TRBAC security policies","International Journal of Information Security","","","","10.1007/s10207-019-00448-9","Hasiba Ben AttiaLaid KahloulSaber BenhazrallahSamir Bourekkache","2019","http://link.springer.com/article/10.1007/s10207-019-00448-9","Article"
"IoT-Based Ambient Intelligence Microcontroller for Remote Temperature Monitoring","Guide to Ambient Intelligence in the IoT Environment","","","","10.1007/978-3-030-04173-1_8","Balwinder RajJeetendra SinghSantosh Kumar VishvakarmaShailesh Singh Chouhan","2019","http://link.springer.com/chapter/10.1007/978-3-030-04173-1_8","Chapter"
"Tax Policy Tools for Optimization of the Economic Structure of the Volgograd Region","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_81","Marina V. GoncharovaIrina Zemlyanskaya","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_81","Chapter"
"Urgent Problems in the Investigation of Computer Crimes at the Modern Stage","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_48","Roman RomashovElena Bryleva","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_48","Chapter"
"A Security-Aware Fuzzy-Based Cluster Head Selection System for VANETs","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_48","Kosuke OzeraKevin BylykbashiYi LiuLeonard Barolli","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_48","Chapter"
"Network Analysis of Dark Web Traffic Through the Geo-Location of South African IP Address Space","Smart Cities Performability, Cognition, & Security","","","","10.1007/978-3-030-14718-1_10","Craig Gokhale","2020","http://link.springer.com/chapter/10.1007/978-3-030-14718-1_10","Chapter"
"State Regulation of the Cyber Economy Based on the Breakthrough Technologies of Industry 4.0","The Cyber Economy","","","","10.1007/978-3-030-31566-5_4","Julia V. RagulinaAlexander SettlesOlga A. Shilkina","2019","http://link.springer.com/chapter/10.1007/978-3-030-31566-5_4","Chapter"
"Conceptual Approaches to the Quality System of Dairy Products Based on the Blockchain Technology","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_109","Evgeniy I. MakarovKonstantin K. PolyanskyMatvey E. MakarovYuliya R. NikolaevaElena A. Shubina","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_109","Chapter"
"Collection and analysis of physiological data in smart environments: a systematic mapping","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-019-01409-9","Jorge Arthur Schneider ArandaLucas Pfeiffer Salomão DiasJorge Luis Victória BarbosaJuliano Varella de CarvalhoJoão Elison da Rosa TavaresMauricio Campelo Tavares","2019","http://link.springer.com/article/10.1007/s12652-019-01409-9","Article"
"Top IT Issues for Employers of South African Graduates","ICT Education","","","","10.1007/978-3-030-05813-5_8","Jean-Paul Van BelleBrenda ScholtzKennedy NjengaAlexander SerenkoPrashant Palvia","2019","http://link.springer.com/chapter/10.1007/978-3-030-05813-5_8","Chapter"
"Barriers and Perspectives of Formation of the E-Healthcare System in Modern Russia","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_94","Aleksei V. BogovizValerii A. ElykomovVladimir S. OsipovKirena G. KelinaLiliya A. Kripakova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_94","Chapter"
"Public Services in the Modern Russian State and Digital World","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_6","Marina L. DavydovaEvgeny A. MamayOksana I. Sharno","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_6","Chapter"
"Conceptual Description of Nature-Inspired Cognitive Cities: Properties and Challenges","From Bioinspired Systems and Biomedical Applications to Machine Learning","","","","10.1007/978-3-030-19651-6_21","Juvenal MachinAgusti Solanas","2019","http://link.springer.com/chapter/10.1007/978-3-030-19651-6_21","Chapter"
"Toward a telepresence robot empowered smart lab","Smart Learning Environments","","6","1","10.1186/s40561-019-0084-3","Qing TanMarc Denojean-MairetHongxue WangXiaokun ZhangFrédérique C. PivotRoland Treu","2019","http://link.springer.com/article/10.1186/s40561-019-0084-3","Article"
"Runtime Adaptability of Ambient Intelligence Systems Based on Component-Oriented Approach","Guide to Ambient Intelligence in the IoT Environment","","","","10.1007/978-3-030-04173-1_4","Muhammed Cagri KayaAlperen ErogluAlper KaramanliogluErtan OnurBedir TekinerdoganAli H. Dogru","2019","http://link.springer.com/chapter/10.1007/978-3-030-04173-1_4","Chapter"
"Microservices: The Evolution and Extinction of Web Services?","Microservices","","","","10.1007/978-3-030-31646-4_1","Luciano BaresiMartin Garriga","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_1","Chapter"
"Autonomics of Self-management for Service Composition in Cyber Physical Systems","Smart Innovations in Communication and Computational Sciences","","","","10.1007/978-981-13-2414-7_42","Swati NikamRajesh Ingle","2019","http://link.springer.com/chapter/10.1007/978-981-13-2414-7_42","Chapter"
"REPO Operations in the Russian Market: The Impact of the Evolution of the Practice of Refinancing Financial Assets on the Development of Property Relations","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_62","Karine AdamovaNataliya Annenskaya","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_62","Chapter"
"Smart Technology, Artificial Intelligence, Robotics and Algorithms (STARA): Employees’ Perceptions and Wellbeing in Future Workplaces","Theory, Research and Dynamics of Career Wellbeing","","","","10.1007/978-3-030-28180-9_2","Rudolf M. Oosthuizen","2019","http://link.springer.com/chapter/10.1007/978-3-030-28180-9_2","Chapter"
"Prospects for Development of Kyrgyzstan’s Food Market in the Conditions of Integration in the EAEU","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_88","Rasulbek A. UzenbaevLeyla A. MardalievaMurat Z. AbdievSaybidin T. UmarovKutpidin A. Ergeshov","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_88","Chapter"
"Formal Context Representation and Calculus for Context-Aware Computing","Context-Aware Systems and Applications, and Nature of Computation and Communication","","","","10.1007/978-3-030-06152-4_1","Ammar AlsaigVangalur AlagarNematollaah Shiri","2019","http://link.springer.com/chapter/10.1007/978-3-030-06152-4_1","Chapter"
"Smart Home using Microelectromechanical Systems (MEMS) Sensor and Ambient Intelligences (SAHOMASI)","Computational Science and Technology","","","","10.1007/978-981-13-2622-6_54","Manmeet Mahinderjit SinghYuto LimAsrulnizam Manaf","2019","http://link.springer.com/chapter/10.1007/978-981-13-2622-6_54","Chapter"
"Symbiosis between Humans and Artificial Intelligence","Artificial Intelligence Accelerates Human Learning","","","","10.1007/978-981-13-6175-3_6","Katashi Nagao","2019","http://link.springer.com/chapter/10.1007/978-981-13-6175-3_6","Chapter"
"Use of the Internet Network or Any Other Ways of Replication of Information Prohibited as a Qualifying Crime Element","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_40","Lyubov V. Lobanova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_40","Chapter"
"Information Society, Digital Economy and Law","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_1","Vasily V. TarakanovAgnessa O. InshakovaVladimira V. Dolinskaya","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_1","Chapter"
"Electronic Notary: The Development of Juridical On-Line Services in Modern Russia","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_27","Marina V. GoncharovaElena SmirenskayaMaria StrokinaOlga Didenko","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_27","Chapter"
"The Modern State of the Institute of Banking Secrecy in the Conditions of Digitization of Banking Services","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_10","Viktoria A. Sandalova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_10","Chapter"
"Data Reliability and Quality in Body Area Networks for Diabetes Monitoring","Body Area Network Challenges and Solutions","","","","10.1007/978-3-030-00865-9_4","Geshwaree HuzooreeKavi Kumar KhedoNoorjehan Joonas","2019","http://link.springer.com/chapter/10.1007/978-3-030-00865-9_4","Chapter"
"A security risk plan search assistant decision algorithm using deep neural network combined with two-stage similarity calculation","Personal and Ubiquitous Computing","","23","3 - 4","10.1007/s00779-019-01236-x","Jun HuJun FangYanhua DuZhe LiuPengyang Ji","2019","http://link.springer.com/article/10.1007/s00779-019-01236-x","Article"
"Augmented lightweight security scheme with access control model for wireless medical sensor networks","Cluster Computing","","22","5","10.1007/s10586-017-1669-7","A. VaniprabhaP. Poongodi","2019","http://link.springer.com/article/10.1007/s10586-017-1669-7","Article"
"Environmental Information on the State of Environmental Protection (Concept, Practices and Methods of Ensuring)","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_21","Olga A. Yakovleva","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_21","Chapter"
"A Vision-Based Posture Monitoring System for the Elderly Using Intelligent Fall Detection Technique","Guide to Ambient Intelligence in the IoT Environment","","","","10.1007/978-3-030-04173-1_11","E. RamanujamS. Padmavathi","2019","http://link.springer.com/chapter/10.1007/978-3-030-04173-1_11","Chapter"
"Research on trust mechanism of cooperation innovation with big data processing based on blockchain","EURASIP Journal on Wireless Communications and Networking","","2019","1","10.1186/s13638-019-1340-5","Qi LiuXiao Zou","2019","http://link.springer.com/article/10.1186/s13638-019-1340-5","Article"
"Adversarial attack-based security vulnerability verification using deep learning library for multimedia video surveillance","Multimedia Tools and Applications","","","","10.1007/s11042-019-7262-8","JaeHan JeongSungmoon KwonMan-Pyo HongJin KwakTaeshik Shon","2019","http://link.springer.com/article/10.1007/s11042-019-7262-8","Article"
"A Multichain Architecture for Distributed Supply Chain Design in Industry 4.0","Business Information Systems Workshops","","","","10.1007/978-3-030-04849-5_25","Kai Fabian SchulzDaniel Freund","2019","http://link.springer.com/chapter/10.1007/978-3-030-04849-5_25","Chapter"
"Knowledge process of health big data using MapReduce-based associative mining","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01230-3","So-Young ChoiKyungyong Chung","2019","http://link.springer.com/article/10.1007/s00779-019-01230-3","Article"
"A framework for usage pattern–based power optimization and battery lifetime prediction in smartphones","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01213-4","Nirmal PandeyOm Prakash VermaAmioy Kumar","2019","http://link.springer.com/article/10.1007/s00779-019-01213-4","Article"
"Traditional Values of Criminal Procedure in Terms of IT Development","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_49","Sergey V. Zuev","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_49","Chapter"
"Evaluation Tool of the Condition of Foreign Economic Relations in Russia and Belarus Within Import Substitution","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_59","Vladimir V. KlimukGennady I. YakovlevAirat M. IzmailovLaura K. DzhabrailovaNatalia P. Chetyrbok","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_59","Chapter"
"Design Challenges for Mobile and Wearable Systems to Support Learning on-the-move at Outdoor Cultural Heritage Sites","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29387-1_11","Alaa AlkhafajiSanaz FallahkhairMihaela Cocea","2019","http://link.springer.com/chapter/10.1007/978-3-030-29387-1_11","Chapter"
"The Application of Advanced IoT in Cyberparks","CyberParks – The Interface Between People, Places and Technology","","","","10.1007/978-3-030-13417-4_24","Jamal RaiynJugoslav Jokovic","2019","http://link.springer.com/chapter/10.1007/978-3-030-13417-4_24","Chapter"
"Ambient Intelligence in Systems to Support Wellbeing of Drivers","Guide to Ambient Intelligence in the IoT Environment","","","","10.1007/978-3-030-04173-1_10","Nova AhmedRahat Jahangir RonyMd. Tanvir MushfiqueMd. Majedur RahmanNur E. Saba TahsinSarika AzadSheikh RaiyanShahed Al HasanSyeda Shabnam KhanPartho Anthony D’CostaSaad Azmeen Ur Rahman","2019","http://link.springer.com/chapter/10.1007/978-3-030-04173-1_10","Chapter"
"Digitization: Problems of Use and Protection of Information in Criminal Proceedings","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_46","Olga V. GladyshevaRoman V. KostenkoVladimir A. Sementsov","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_46","Chapter"
"Questions of Ensuring Protection of Participants of Criminal Legal Proceedings in an Information Sphere","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_8","Yury V. FrantsiforovNatalia A. Solovyeva","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_8","Chapter"
