Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"On Security in Encrypted Computing","Information and Communications Security","","","","10.1007/978-3-030-01950-1_12","Peter T. BreuerJonathan P. BowenEsther PalomarZhiming Liu","2018","http://link.springer.com/chapter/10.1007/978-3-030-01950-1_12","Chapter"
"Data Fragmentation Scheme: Improving Database Security in Cloud Computing","Recent Trends in Computer Applications","","","","10.1007/978-3-319-89914-5_8","Amjad AlsirhaniPeter BodorikSrinivas Sampalli","2018","http://link.springer.com/chapter/10.1007/978-3-319-89914-5_8","Chapter"
"Cloud Computing for Fluorescence Correlation Spectroscopy Simulations","High Performance Computing","","","","10.1007/978-3-319-26928-3_3","Lucía MarroigCamila RiverónSergio NesmachnowEsteban Mocskos","2015","http://link.springer.com/chapter/10.1007/978-3-319-26928-3_3","Chapter"
"Cloud Computing and Virtualization in Developing Countries","Emerging Technologies for Developing Countries","","","","10.1007/978-3-319-67837-5_19","Yness Boukhris","2018","http://link.springer.com/chapter/10.1007/978-3-319-67837-5_19","Chapter"
"seTPM: Towards Flexible Trusted Computing on Mobile Devices Based on GlobalPlatform Secure Elements","Smart Card Research and Advanced Applications","","","","10.1007/978-3-319-31271-2_4","Sergej ProskurinMichael WeißGeorg Sigl","2016","http://link.springer.com/chapter/10.1007/978-3-319-31271-2_4","Chapter"
"Designation of Green Computer Terminal Supported by Cloud Computing","Testbeds and Research Infrastructure: Development of Networks and Communities","","","","10.1007/978-3-319-13326-3_47","Guohua Xiong","2014","http://link.springer.com/chapter/10.1007/978-3-319-13326-3_47","Chapter"
"Computing the k-binomial Complexity of the Thue–Morse Word","Developments in Language Theory","","","","10.1007/978-3-030-24886-4_21","Marie LejeuneJulien LeroyMichel Rigo","2019","http://link.springer.com/chapter/10.1007/978-3-030-24886-4_21","Chapter"
"Revenue-Driven Service Provisioning for Resource Sharing in Mobile Cloud Computing","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_46","Hongyue WuShuiguang DengWei LiJianwei YinQiang YangZhaohui WuAlbert Y. Zomaya","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_46","Chapter"
"Some Artificial Intelligence Driven Algorithms For Mobile Edge Computing in Smart City","Computer Information Systems and Industrial Management","","","","10.1007/978-3-030-28957-7_10","Jerzy BalickiPiotr DryjaMarcin Zakidalski","2019","http://link.springer.com/chapter/10.1007/978-3-030-28957-7_10","Chapter"
"Computing Coalitions in Multiagent Systems: A Contextual Reasoning Approach","Multi-Agent Systems","","","","10.1007/978-3-319-17130-2_6","Antonis BikakisPatrice Caire","2015","http://link.springer.com/chapter/10.1007/978-3-319-17130-2_6","Chapter"
"Security Issues in Cloud Computing","Green, Pervasive, and Cloud Computing","","","","10.1007/978-3-319-57186-7_58","Parnian Najafi Borazjani","2017","http://link.springer.com/chapter/10.1007/978-3-319-57186-7_58","Chapter"
"Model Checking of Cost-Effective Elasticity Strategies in Cloud Computing","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_7","Rawand GuerfelZohra SbaïRahma Ben Ayed","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_7","Chapter"
"All the Services Large and Micro: Revisiting Industrial Practice in Services Computing","Service-Oriented Computing – ICSOC 2015 Workshops","","","","10.1007/978-3-662-50539-7_4","Gerald SchermannJürgen CitoPhilipp Leitner","2016","http://link.springer.com/chapter/10.1007/978-3-662-50539-7_4","Chapter"
"On the Energy Inefficiency of MPTCP for Mobile Computing","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-33936-8_8","Mohammad Javad ShamaniWeiping ZhuSaeid Rezaie","2016","http://link.springer.com/chapter/10.1007/978-3-319-33936-8_8","Chapter"
"Secure Data Sharing for Vehicular Ad-hoc Networks Using Cloud Computing","Ad Hoc Networks","","","","10.1007/978-3-319-51204-4_25","Mehdi SookhakF. Richard YuHelen Tang","2017","http://link.springer.com/chapter/10.1007/978-3-319-51204-4_25","Chapter"
"Computing the Dynamic Diameter of Non-Deterministic Dynamic Networks is Hard","Algorithms for Sensor Systems","","","","10.1007/978-3-662-46018-4_6","Emmanuel GodardDorian Mazauric","2015","http://link.springer.com/chapter/10.1007/978-3-662-46018-4_6","Chapter"
"An Automated Semantically Enabled Fuzzy Based SLA in Cloud Computing Environment Using Multi-agent System","Swarm, Evolutionary, and Memetic Computing","","","","10.1007/978-3-319-20294-5_38","Manoranjan ParhiBinod Kumar PattanayakManas Ranjan Patra","2015","http://link.springer.com/chapter/10.1007/978-3-319-20294-5_38","Chapter"
"Visualizing Next-Generation Sequencing Cancer Data Sets with Cloud Computing","Advanced Visual Interfaces. Supporting Big Data Applications","","","","10.1007/978-3-319-50070-6_4","Paul WalshBrendan LawlorBrian KellyTimmy ManningTimm HeussMarkus Leopold","2016","http://link.springer.com/chapter/10.1007/978-3-319-50070-6_4","Chapter"
"Tasks Scheduling and Resource Allocation for High Data Management in Scientific Cloud Computing Environment","Mobile, Secure, and Programmable Networking","","","","10.1007/978-3-319-50463-6_2","Esma Insaf DjebbarGhalem Belalem","2016","http://link.springer.com/chapter/10.1007/978-3-319-50463-6_2","Chapter"
"Integrating Parallel Computing in Introductory Programming Classes: An Experience and Lessons Learned","Euro-Par 2017: Parallel Processing Workshops","","","","10.1007/978-3-319-75178-8_18","Sheikh GhafoorDavid W. BrownMike Rogers","2018","http://link.springer.com/chapter/10.1007/978-3-319-75178-8_18","Chapter"
"Decision Making in Cloud Computing: A Method that Combines Costs, Risks and Intangible Benefits","Knowledge Management in Organizations","","","","10.1007/978-3-319-62698-7_23","Yuri Zelenkov","2017","http://link.springer.com/chapter/10.1007/978-3-319-62698-7_23","Chapter"
"Elements of Properties of User Experience in Cloud Computing Documentation Platform According to Smart Device Screen Size Changes: Focus on Google Docs and Naver Office","Design, User Experience, and Usability: Users and Interactions","","","","10.1007/978-3-319-20898-5_53","Min Kyung KangSung Woo Kim","2015","http://link.springer.com/chapter/10.1007/978-3-319-20898-5_53","Chapter"
"Construction of Lightweight Certificate-Based Signature and Application in Cloud Computing","Advances in Wireless Sensor Networks","","","","10.1007/978-3-642-54522-1_7","Wang ShaohuiChang Suqin","2014","http://link.springer.com/chapter/10.1007/978-3-642-54522-1_7","Chapter"
"A Dynamic Resource Allocation Model for Guaranteeing Quality of Service in Software Defined Networking Based Cloud Computing Environment","Cloud Computing and Security","","","","10.1007/978-3-319-27051-7_18","Chenhui XuBing ChenPing FuHongyan Qian","2015","http://link.springer.com/chapter/10.1007/978-3-319-27051-7_18","Chapter"
"Virtualization, Containerization, Composition, and Orchestration of Cloud Computing Services","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24305-0_30","Isaac Odun-AyoVictor GetelomaIbukun EweoyaRavin Ahuja","2019","http://link.springer.com/chapter/10.1007/978-3-030-24305-0_30","Chapter"
"Applications of High Performance Computing in Bioinformatics, Computational Biology and Computational Chemistry","Bioinformatics and Biomedical Engineering","","","","10.1007/978-3-319-16480-9_51","Horacio Peréz-SánchezAfshin FassihiJosé M. CeciliaHesham H. AliMario Cannataro","2015","http://link.springer.com/chapter/10.1007/978-3-319-16480-9_51","Chapter"
"Mobile Computing and Artificial Intelligence for Diet Management","New Trends in Image Analysis and Processing -- ICIAP 2015 Workshops","","","","10.1007/978-3-319-23222-5_42","Alessandro MazzeiLuca AnselmaFranco De MichieliAndrea BolioliMatteo CasuJelle GerbrandyIvan Lunardi","2015","http://link.springer.com/chapter/10.1007/978-3-319-23222-5_42","Chapter"
"Real-Time Task Scheduling Algorithm for Cloud Computing Based on Particle Swarm Optimization","Cloud Computing and Big Data","","","","10.1007/978-3-319-28430-9_11","Huangning ChenWenzhong Guo","2015","http://link.springer.com/chapter/10.1007/978-3-319-28430-9_11","Chapter"
"A Novel Approach to True Random Number Generation in Wearable Computing Environments Using MEMS Sensors","Information Security and Cryptology","","","","10.1007/978-3-319-16745-9_29","Neel BedekarChiranjit Shee","2015","http://link.springer.com/chapter/10.1007/978-3-319-16745-9_29","Chapter"
"Mobile and Game Usage, Gender and Attitude Towards Computing Degrees","ICT Education","","","","10.1007/978-3-319-69670-6_5","Eleftherios A. NicolauLisa F. Seymour","2017","http://link.springer.com/chapter/10.1007/978-3-319-69670-6_5","Chapter"
"A Hybrid Searchable Encryption Scheme for Cloud Computing","Innovative Security Solutions for Information Technology and Communications","","","","10.1007/978-3-030-12942-2_8","Stefania Loredana NitaMarius Iulian Mihailescu","2019","http://link.springer.com/chapter/10.1007/978-3-030-12942-2_8","Chapter"
"Music with Unconventional Computing: A System for Physarum Polycephalum Sound Synthesis","Sound, Music, and Motion","","","","10.1007/978-3-319-12976-1_11","Edward BraundEduardo Miranda","2014","http://link.springer.com/chapter/10.1007/978-3-319-12976-1_11","Chapter"
"Trustworthy Self-optimization in Organic Computing Environments","Architecture of Computing Systems – ARCS 2015","","","","10.1007/978-3-319-16086-3_10","Nizar MsadekRolf KiefhaberTheo Ungerer","2015","http://link.springer.com/chapter/10.1007/978-3-319-16086-3_10","Chapter"
"Shared Folder Based Virtual Machine Migration in Cloud Computing","Futuristic Trends in Network and Communication Technologies","","","","10.1007/978-981-13-3804-5_18","Yashveer YadavC. Rama Krishna","2019","http://link.springer.com/chapter/10.1007/978-981-13-3804-5_18","Chapter"
"Computing the Semantics of Plurals and Massive Entities Using Many-Sorted Types","New Frontiers in Artificial Intelligence","","","","10.1007/978-3-662-48119-6_11","Bruno MeryRichard MootChristian Retoré","2015","http://link.springer.com/chapter/10.1007/978-3-662-48119-6_11","Chapter"
"Exploring Patterns as a Framework for Embedding Consent Mechanisms in Human-Agent Collectives","Active Media Technology","","","","10.1007/978-3-319-09912-5_40","Stuart MoranEwa LugerTom Rodden","2014","http://link.springer.com/chapter/10.1007/978-3-319-09912-5_40","Chapter"
"Internet of Things: Trends, Challenges and Opportunities","New Trends in Databases and Information Systems","","","","10.1007/978-3-030-00063-9_24","Marina Tropmann-Frick","2018","http://link.springer.com/chapter/10.1007/978-3-030-00063-9_24","Chapter"
"Key Factors for Innovative Developments on Health Sensor-Based System","Bioinformatics and Biomedical Engineering","","","","10.1007/978-3-319-56154-7_59","Maria Dolores PeláezMiguel López-MedinaMacarena EspinillaJavier Medina-Quero","2017","http://link.springer.com/chapter/10.1007/978-3-319-56154-7_59","Chapter"
"Emergence and Ubiquity in the Smart Cities","ICT for Promoting Human Development and Protecting the Environment","","","","10.1007/978-3-319-44447-5_22","Jose Aguilar","2016","http://link.springer.com/chapter/10.1007/978-3-319-44447-5_22","Chapter"
"Smart Home Energy Conservation Based on Context Awareness Technology","Current Approaches in Applied Artificial Intelligence","","","","10.1007/978-3-319-19066-2_70","Dai BinRung-Ching ChenKun-Lin Chen","2015","http://link.springer.com/chapter/10.1007/978-3-319-19066-2_70","Chapter"
"Evaluating an IoT Application Using Software Measures","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-319-58697-7_2","Rainara M. CarvalhoRossana M. C. AndradeJefferson BarbosaAdyson M. MaiaBelmondo A. JuniorPaulo A. AguilarCarla I. M. BezerraKáthia M. Oliveira","2017","http://link.springer.com/chapter/10.1007/978-3-319-58697-7_2","Chapter"
"Device Analyzer: Understanding Smartphone Usage","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_16","Daniel T. WagnerAndrew RiceAlastair R. Beresford","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_16","Chapter"
"A Proposal for a Distributed Computational Framework in IoT Context","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_20","Higinio MoraMaría Teresa Signes-PontDavid Gil-MéndezFrancisco Javier Ferrández-Pastor","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_20","Chapter"
"Rays of Uniqueness – Cloud in Multinational Organisations: Challenge to Traditional Business System Alignments","Digital Services and Information Intelligence","","","","10.1007/978-3-662-45526-5_9","Amit MitraNicholas O’ReganXiming Ruan","2014","http://link.springer.com/chapter/10.1007/978-3-662-45526-5_9","Chapter"
"Reconciling Humans and Technology: The Role of Ambient Intelligence","Ambient Intelligence","","","","10.1007/978-3-319-56997-0_1","Norbert Streitz","2017","http://link.springer.com/chapter/10.1007/978-3-319-56997-0_1","Chapter"
"UbiComp Applications for Assisting Visually Impaired People Live an Independent Life: A Participatory Conceptualization Design Phase","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_26","Anna Leda LiakopoulouIrene Mavrommati","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_26","Chapter"
"Using Ambient Intelligence to Improve Public Transport Accessibility","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_4","Carmelo R. GarcíaAlexis Quesada-ArencibiaTeresa CristóbalGabino PadrónRicardo PérezFrancisco Alayón","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_4","Chapter"
"Blockchain Temporality: Smart Contract Time Specifiability with Blocktime","Rule Technologies. Research, Tools, and Applications","","","","10.1007/978-3-319-42019-6_12","Melanie Swan","2016","http://link.springer.com/chapter/10.1007/978-3-319-42019-6_12","Chapter"
"BioCyberUrban ParQ: Brasilia’s Smart National Park as an Extension of Our Senses","Universal Access in Human-Computer Interaction. Access to Interaction","","","","10.1007/978-3-319-20681-3_54","Suzete VenturelliFrancisco de Paula Barretto","2015","http://link.springer.com/chapter/10.1007/978-3-319-20681-3_54","Chapter"
"Toward Agent Based Inter-VM Traffic Authentication in a Cloud Environment","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_42","Benzidane KarimSaad KhoudaliAbderrahim Sekkaki","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_42","Chapter"
"Industrial Internet of Things: An Architecture Prototype for Monitoring in Confined Spaces Using a Raspberry Pi","Data Mining and Big Data","","","","10.1007/978-3-319-40973-3_53","José Ignacio Rodríguez MolanoVíctor Hugo MedinaJavier Felipe Moncada Sánchez","2016","http://link.springer.com/chapter/10.1007/978-3-319-40973-3_53","Chapter"
